,0
305,"Perfect with steak. Score is a little high given the youth, but it should age into s beauty. Especially for the price!"
306,"No words. Great wine, evolved with some kind of balance in power and elegance. http://vinhosdehoje.com.br"
307,"Pure and bright in colour, with some green highlights. Peach and lemon on the nose, mineral notes."
308,Getting better and better. Dry dusty earthiness tempered with deep lush fruit. Great balance. Long finish. @FrUna
309,"Very smooth, toffee, chewy, red and black berries, long finish, spice, wood smoke, dry, really excellent. Will improve..."
310,Nice fruits and vanilla aromas. Loads of fruits in the palate. Very balanced and can keep for a few more years.
311,"4,6 🤩Drinking at the #1 wine cellar in the world What a unit. Supple as all hell. A beauuuty. Drinks so good now."
312,"Red fruit, complex arroma's of vegetale, humus, leather, fur, cedar, coffee. Silky tannins with balanced acidity"
313,Really great for the bad vintage. Full body with lots of black fruit and spices. Quite young but really impressive.
314,"Another very sophisticated wine for the night, oak, tobacco and some wonderful cherry. Really great wine."
315,"A beautiful wine from a great vintage. Graceful nose of cedar, blackcurrant, earth. A bit racy but still in good balance."
316,"Oak, plum, kirsch, vanilla, mildly herbal, good fruit. Medium acid, plum, cherry, mild pepper, light oak. Nice wine. 4.3"
317,Wine Spectator Grand Tour. Heaven on Earth for any wine lover. No comments. Just notes if possible. 95 pts
318,"Beautiful wine with pronounced earthy, mushroom, cedary and layered complexity; long tasteful finish. Superbly enjoyable!"
319,".......OK, I'm a big left bank Bordeaux fan; this wine has great body and fills the mouth with pleasure!!!"
320,"Medium to full body, oaky, plum and chocolate smell. Not really long lasting but good price for it. Cheers"
321,"4.0 Too young at its 30 years, still overly acidic and tannic. Fresh colour. Predominantly horse sweat nose"
322,I like Pessac wines very much! This is another of it's pearls. Complex fruity wine with lots of black fruit. Great finish.
323,"Fully mature winner, with deep dark fruits and soft tannins. Sorry to have poured my last glass of this fine offering."
324,"Fipe cassis and cherry, medium intensity, medium body, attractive and easy drinky, very soft tannins, medium + length"
325,"Beautiful, dry, and spicy Fresh acidic kick and palate cleansing tannins Nice, long finish Friday night = Steak night"
326,"Power dark fruit nose, some menthol. Big full bodied wine, abundant fruit, persistent finish. Really good."
327,"Rich and well balanced. A little hint of caramel mixed with ripe red cherry, complexity without sweetness. Fabulous."
328,"Very elegant wine, on the nose smoked, tobacco, spices, red berries, blackberries, plums, balanced tanins in the month!!"
329,An outstanding white wine... subtle flavors of peach lemon and low acidity. Very interesting in the palate
330,"Exceptionally good texture: full, round and silky. Hints of tar and old leather in the nose. Memorable. 90/100."
331,"Very elegant, lighter than expected, with earthy spices, tobacco, cedar, blackcurrant, and some minerality"
332,"Black currant, cedar and sweet tobacco in the note. Fantastic from the glass and even better with the food."
333,"Aroma had blackcurrant, red cherry, plum, chocolate, coffee, juniper, vanilla, oak. Over the palate came blackcurrant, red cherry,chocolate, earth, black olive, nutmeg, oak."
334,"I read this is a bit passed its prime. I'm not skilled enough to judge that, but I can clearly see the pale, weakened color (brick-ish), and smell/taste very earthy and ""old basement"" notes. Amazing finish, outstanding sweet fruit. Also something magical that comes with age..can't really describe it. Maybe it's purely psychological."
335,"4.5. Wow!! ok, theres an old world moldyness on the nose, signs of a good wine, it dissipates as it breathes. Some sediment so decant. NOSE: Hay fields, rare meat bloodlines, cassis, tart red berries, saw dust, fresh stained woods, alcohol, spice, florals & white pepper. PALATE: That bloody meat shines beautifully followed by the tart fruits, cedar, oak, some spice, leather, tobacco, edible flowers and pencil lead minerals that all comes together in a smooth soft finish that leaves a light chalky palate."
336,"Rather lack the usually performance of a pessac-leognon wine, not very salty but it has the strength and intense of red and blanc fruits, not much tertiary flavors have developed. A very balanced wine. Can be well stored for 5-10 years more if you want to have them in another stage."
337,"Nose opens up after an hour. Smoke, leather and dark fruit. Plum, prune, vanilla, blackcurrant, delicious!"
338,"17.5+/20. Compex and elegant. Both, in the nose and on the palate."
339,Lovely bottle. Goes well with steak n 🍄. Delicate
340,"Extremely powerful and viscous. The nose throws you off if blind. Orange liquor, intense peaches, heavy oak. I guessed New World at first."
341,"Oaky, flashy with a fantastic potential!"
342,Blackberry is strong..
343,Deep ruby in colour. Fresh juicy black currant and plum on the palate with a very light tinge or oak tobacco on the tail. Wow... Délicieux !
344,I was not a fan of this wine until now. Good on the nose and has a smooth finish. Very oaky and vanilla. I would definitely get more of this.
345,"Almost a ""perfect golden colour"" vanilla, honey, flowers, so much going on. Really nice!"
346,"Beautiful red, nice tannins"
347,Powerful and fruity. Full and long. Dark fruits. Oak. Lovely
348,"medium body, earthy, white pepper, both bright red fruit and black fruit, silky tannin"
349,Fantastic but at its best now
350,"Blueberry and cedar and lovely soft tannins. Wonderful, glorious wine"
351,"Little ink, little funk on the nose. Fantastic earth and ink on pallet"
352,"Phantastic, powerful long"
353,Would have mistaken for a California red if tasted blind due to jam and chocolate notes. Hot vintage and ripeness very evident on this wine.
354,"Well balanced and super smooth. The tannins grab the front of your tongue, but not unpleasantly. Oak, tobacco and vanilla. Enjoyed in Bordeaux"
355,"Rich and complex; notes of black current, earth, graphite, mushroom, black pepper. Very good but too young to drink now, needs to be aged."
356,Amazing nose. Leather. Earth. Crushed stones. Still some nice tannins. Wonderful
357,"Dry, medium body, medium tannins and medium plus finish. Dark fruit, tobacco, leather and spice on the nose and palate. Very balanced and smooth."
358,"Oak, black currant, pepper, bold, beautiful dark red color, smooth on the palate; really nice"
359,2nd time for this lovely Chevalier still strong and impress very enjoy 😍
360,Un placer indescriptible
361,Good aromas of red berries with some cedar nose that is subdued on the palate but provide a complex finish. Full bodied that should be peaking now
362,"Extraordinary smell, very powerful Nice tannins A little bit disappointing in mouth 25 years and has reached its peak, or over it"
363,"2011 is 65% Cab, 30% Merlot, 5% Petit Verdot & 13.5% vol. Smooth, polished. Surprisingly foward"
364,blackcurrant plum oak leather vanilla cherry pepper
365,"Varietal definition of Merlot (black fruit, spicy notes, herbaceous) concentration and intensity but very soft tannins. Finish is surprisingly long"
366,"It is full of floral aromas and fruits, and the scent of barrels is fragrant. The tannins are also elegant and well-balanced."
367,"Sharp on the nose, with an almost extreme acidity on the first taste. Opened up with a nice taste of grapefruit with a beautiful buttery finish."
368,"4.4/5⭐️ Top class red wine from Bordeaux. Black fruit, oak and vanilla"
369,"Very decent and pleasant wine from a mediocre year. Fruit, tannins and acidity are in nice harmony. Ready to go and a good value for the price."
370,"Solid 4.5 PL. An enjoyable bottle, and a pretty standard high-end Bordeaux. I don’t know if I’d buy a lot more of it, but worth trying once."
371,"Beautiful nose. Cedar, tobacco, bright red fruit, medium body, lovely structure. In its prime."
372,Nice surprize with deep extraction En-primeur
373,Blueberries much more fruity than the 2014 counterpart
374,Great wine. Lead pencil shavings oak leather blackcurrant. Really well aged.
375,Another superb white. 95/100
376,Very nice drinking well now but what would it be like in 10 years? I think something special.
377,"Excellent, restrained, elegant, yet mouth-filling Chevalier!"
378,"Took a little while to open up, but really smooth, full of black fruits, cassis, pine nuts perhaps, and a dusting of pencil shavings"
379,"Nice acidity, good tannins and changing flavors over time. Valuable and enjoyable."
380,"Wonderful wine. Very smooth, feel pomegranate, and leather"
381,4+. Surprisingly good for the poor vintage
382,"Very elegant, ripe, developed. But should not be kept any longer in the cellar."
383,Elegant wine with restrained oak and acidity. Well balanced wine. Great nose.
384,Very smoky elegant wow
385,Very drinkable straight out of the bottle
386,"Touch of oak, plums, elegant wine. Medium bodied drop. Love these wines from Pessac."
387,"Drinking this in december 2020, this wine is still lively and full of surprises as 2 years ago when I wrote my first review."
388,Matter Of Taste 19 Zurich! No Comment
389,"Very well structure and intense, dry fruits, sous bois, nice tannins and very long."
390,"85/100, 2013 is no good."
391,(Bordeaux Road Show 2019)
392,"Wow! What an intense experience - black fruit with real body, oak, tobacco leaf. This is tasty."
393,Most pleasant. King of the castle
394,"4,3 Bordeauxmessen 2019"
395,"Smooth, balanced and full body"
396,"Marvelous Bordeaux, deep purple, legs forever, smooth with punch."
397,oak leather earthy
398,"Can't stop drinking it! On the eye, attractive. On the nose, perfume of October sunrise plum. On the palate, silky tannins and a long finish."
399,"Quelle symphonie, fumé, grand Bordeaux, fruit distingué... un combo winner. Pour: un chapon du Gers"
400,
401,
402,
