,0
376,"4.3*, 🍇 Cabernet Sauvignon 53%, Merlot 40%, Cabernet Franc 4%, Petit Verdot 3%, 👍 🥇 Wine Advocate 92 pts, 🥇 James Suckling 95 pts, 🥇 Wine Spectator 95 pts, 🥇 Decanter 94 pts, 👀 dark ruby hue, 👃 black cherries and spice, 👅 Full body, dry, clean, clear, silky in texture with a velvet finish, notes of dark chocolate and black fruits, 🧭 Chateau Malartic Lagraviere , France, Bordeaux, Pessac-Leognan 📅 2016, 🥂 13.5% Alcohol, 🍽 i pair it with quesadilla"
377,"WSET Level 2, #8 afternoon session. And on to the Cabernets! Lovely deep ruby in the glass with so much nice dark fruit aromas on the nose along with leather and spices. Full bodied, medium + acidity and nice balanced tannins. Yum!"
378,"Of the 2015 Bordeaux’s I have had the pleasure of tasting already - almost straight out the cask - this is the most soft and ‘feminine’ of the lot. Still very intense and rich, but with softer tannin and a more refined fruit. As for all of the 2015 so far - very very good!"
379,"Chateau Malartic Lagarieve 2006 Vintage Nice meld of tannic character riding on spicy roasted cassis, peaking to a bouquet of saturated dense bouquet. Smooth texture, bulbous palate of fine tannins, tapering to a nice grippy note"
380,"Classic Bordeaux with still grip and a hint of acidity. Deep ruby color, viscosity, aromatic with black fruits, leather and tobacco. Round tannins, dry palate with medium to full body. Flavors of black fruits, smoke and oak. Long finish."
381,"Well balanced wine. Soothing. Deep garnet Very expressive aroma of black fruit, cassis Full body, smooth tannins Very fruity Cassis, red fruit on palate at first, with hints of spice. Open up after some breathing, mushroom, truffle. Medium finish with hints of vanilla. Creamy ending"
382,"On the nose, typical Cabernet profiles: (cassis, black current leaves, smoke/ tobacco) but also hint of lavender when aired. Black berry on palate, vanilla, dark plum and cedar. Soft tannins. Very good"
383,"Hangi tasted the 09 Malartic a couple of days ago and inspired me to buy some. A friend gave the 14 to me (for cellaring). So I thought It would be a good idea to try how it is since I have not tried it before. Obviously too young but one could imagine how it will develop. Black cherries and blue berries, leather and some herbs. A gentle sweetness behind a curtain of strong tannins and med+ acidity. Finishs long but rather adstringent. Give it another ten years and it will be beautiful. Gonna buy 09. 4,0"
384,"Deep red color with hints of purple. Pencil, dark fruit and leather at the nose. Rich velvethy moutfill of black currant, plum, dark cherry developing into cigar and black tea flavors as time pas. Well integrated tannines."
385,"I prefer their white, but this is also good. Quite typical for the appellation, but a bit modern and polished by Michel Rolland. Pleasant bouquet of blackberries, cassis, plum, milk chocolate, coffee beans. Well balanced and structured, mature tannins, round, almost full bodied, yet not heavy. Hiding its true character."
386,"Deep red to purple colour and good legs. Strong nose of cassis. On the palate blackcurrant and a little cherry. Took about 2 hours to open up in the decanter, but was then beautifully smooth. The Cabernet Sauvignon flavours really come out. I really liked this wine."
387,"A gourmand Pessac, full-bodied and well structured. Generous red fruits, with notes of nicely oaked vanilla. Sugared spices. Persistent finish. A pure pleasure. Pricing doesn’t share too much value with the consumer though..."
388,"Celebrated restaurateur Charles Masson from La Grenouille just opened a new restaurant Majorelle, in The Lowell hotel on the UpEast w/little garden, library - clubroom w/fireplace & a bar .... Beautiful ambience ....was sitting next table to Clive Davis😜 (.. couldn't take pictures... bad manners, lol ) Dark ruby color Aromas of plums, blueberries, black currants, spices, sous bois, smoky notes Flavors of tangy dark cherries Velvety tannins & balanced acidity Medium+body Long peppery finish>>>"
389,"Taut, fresh, spicy, racy, cool and minty. I guessed this was St Estephe: Calon Ségur. Turns out it was the Pessac! D’Oh. #67fromhome Bdx blind tasting. Drinking wonderfully just now - many wines from 2010 are ready it seems."
390,"Château Malartic-Lagravière Pessac-Léognan 2016 is a youthfully complex red Bordeaux that needs more time in the bottle for full appreciation while it still offers good balance and intensity. Sniffing it brings out black currant, blackberry, vanilla, tobacco, cocoa, wet earth, and smoke, which comes through on the palate along with the high tannins. The wine pairs brilliantly with a medium rare ribeye served with a foie gras bordelaise sauce, as tannin and flavors complements the dish. Exquisite!"
391,"Medium bodied. Garnet colour with nose of dark cherries, earth and light smoke. Super silky in the mouth with sweets notes of plums and cassis.Medium tannins and slightly higher acidity. A must have if you like wines on the slightly sweeter side."
392,Gift from a friend. Was really looking forward to this one. Having a 4+ wine is rare for me. It is good but not that good. Maybe expectations were too high. Much better on the 2nd day. Tastes of vanilla. Had it with Rahul Singh
393,"3.9 Here we have notes as tabacco, plum, black pepper, liquorice, blackberry, blackcurrant and vanilla. Sweetness: dry Acidity: high Tannins: high Alcohol: high Body: full Intensity: high Finish length: long"
394,"Although they lost 30-50% of their crop due to frost, the 2017 wine hast turned out to be one of the best red Graves shown at the En Primeurs. With 65% Cabernet Sauvignon and 30% Merlot in the Grand Vin, it received high marks from the critics. Lovely, concentrated nose, with great freshness. On the palate round and full, with great complexity. Ripe tannins, leading to a long finish."
395,"3,9 SUAVE. Another pessac-leognan blend. The wine has a very compelling and inviting nose of black fruit, cocoa and light smoke. The palate is soft round with a concentration and richness in ripe fruit as well as some savory notes. Very balanced in its acidity/tannins equilibrium. Overall worth is price tag. Once again... tasting a good year is the next step."
396,"Concentrated and spicy, this is full of generous tannins and delicious black plum and vanilla. Spice goes with a toasty, wood aging flavours that enhance the opulent texture of this delicious, young wine. Needs time."
397,Amazingly approachable for a 2015!
398,"Unarguably a very good pessac absolutely in the peak window I would say but the roteboeuf is a tough act to follow despite ‘obviously’ feeling more youthful and grippy. Good combination of black and red primary fruit, with nice tertiary notes vanilla and spice, medium acidity and tannin. Does everything really well but just doesn’t attempt to pull on the heart strings. A wine you could serve up and all would enjoy without too much comment. Solid."
399,"4,0+ Blend of CS, Merlot, CF and PV (52/40/5/3) from Pessac-Léognan with 18m ageing in FO barrels (~65% new). Med. ruby color, some garnet hints. Med-high intensity on the nose. Aromas of smoke, oak, a lot of forest fruis: raspberry, blueberry, black currant, cranberry, barrel, clay, toast, cinnamon, charcoal. On the palate dry, high acidity, alcohol well integrated, med. body, med+ fine tannins, med. flavor intensity, med+ finish, sour cherry, charcoal, barrel and mineral taste. Still youthful⤵️"
400,"It would be 5* in few years time. But this 2005 is an impeccable and elegant beauty to drink even now. Rich and dense. Super rich in dark blackberries and cassis. Medium body and moderate tannin. Nose 👃 tobacco, blackberry, truffle and mocha Taste 👄 blackberries, cassis, pepper, vanilla, smoke, toast Pure joy"
401,"2014: Delightful nectar, this left bank Bordeaux rocks and shows how good Graves wines can be, even young !"
402,Red fruit aroma . Easy drinking
