,0
279,"Very good, fresh (even after 22 years), fruity, with some evident strawberries, bell pepper and black pepper, good but mellow tannins, great match for a delicious BBQ picanha. Second wine from Francisco Altimari stash of 1998 Bordeaux, finally drinking them to celebrate Fran’s birth."
280,"Inky dark rich ruby red in colour. Nose somewhat tarish and smoky. Intense, big wine although middle palate needs time to soften as tannin is quite strong and also quite acidic. One imagines a more approachable, smooth wine in 5 years or so."
281,"This wine will last and last... such ripe, grippy tannins and balanced elements on the palate: acid, fruit, oak all in harmony. Maybe drinking this prematurely. Showing incredible potential. Ripe juicy mulberry fruit, cigar box and saddle leather and dried mint to top it off. Keep."
282,A bit to hard character and tannins are hard and unbalanced profile - not a big success this vintage - lets see how it will go with a few years of aging
283,"Enjoyed at Bouchon with Jai and Mauricette. Excellent pairing with Mussels and Dorado. Apr 26,2021. Pre Swiss trip😊"
284,Red fruit underneath a little green herbal component. Still got some grip which surprised. Bit special.
285,"Tasted in a visit to Chateau . Black fruits, smoked, flintstones area. Very Good. 2009 too expensive"
286,"Prime time. A little smoke, a lot of very tasty. From appearance to nose to palate, this is right near maximum score."
287,"Great 10yr old Bordeaux. Lovely stuff, very classic, blackberries, oak, needs to open a couple of minutes. Beauty..love it."
288,"Concentrated dark fruit, blackberry, dark currant, plum, earth, soy, floral. Medium body. Beautiful fruit on the palate with refined tannins"
289,Very well balanced wine even at this vintage. Opens up well. Lots of blackberry tobacco oak vanilla
290,"Black fruit, vegetal notes, cedar, cigar box, fine tannin, great concentration, balance and good length... serious wine"
291,"Dark burgundy red. Dark berry fruit, some spice. Rich full palate with smooth fine tannins and great potential."
292,"Everything you would expect from such a fine vintage ... a joy to experience, wonderful depth and power"
293,Voila.. Once a while you came across a decent and good wine - and this is definitely one of them. Smooth and easy.
294,"Beautiful wine. Dense and rich. Blackberries, leather, spice. Stunning in the glass. Loved this"
295,"Plenty of dark fruit, flavors from the oak barrels and loads of tannins. Gosh - in 15 years this will be a stunning wine."
296,"Beautifully matured, soft and still fruity, but full-bodied, and nicely structured bordeaux! A pleasure to enjoy!"
297,"Earthy, green vegetal notes combine with dried fruit characters like prune, raisin, blackcurrant and licorice."
298,"It gets better with every sip. Perfumy, smooth and easy to drink after a couple of hours of decanting. Brilliant!"
299,N: pungent seductive nose sweet vanilla and dried pineapple P: tropical fruit evolved into grape fruit Delicious!
300,
301,
302,
